DepComN,NomCN,DepComA,NomCA,ChefLieu,ComDLG,Date1,Date1_bis,Date2,Date3,Commentaire
42245,Vêtre-sur-Anzon,42245,Saint-Julien-la-Vêtre ,O,O,23/10/2018,,,19/12/2018,
42245,Vêtre-sur-Anzon,42291,Saint-Thurin,N,O,23/10/2018,,,19/12/2018,
42268,Vézelin-sur-Loire,42268,Saint-Paul-de-Vézelin,O,O,20/06/2018,,,09/10/2018,
42268,Vézelin-sur-Loire,42004,Amions,N,O,20/06/2018,,,09/10/2018,
42268,Vézelin-sur-Loire,42082,Dancé,N,O,20/06/2018,,,09/10/2018,
44003,Ancenis-Saint-Géréon,44003,Ancenis,O,N,26/09/2018,,,,
44003,Ancenis-Saint-Géréon,44160,Saint-Géréon,N,N,26/09/2018,,,,
46033,Porte-du-Quercy,46033,Le Boulvé,O,O,28/09/2018,,,,
46033,Porte-du-Quercy,46099,Fargues,N,O,28/09/2018,,,,
46033,Porte-du-Quercy,46278,Saint-Matré,N,O,28/09/2018,,,,
46033,Porte-du-Quercy,46300,Saux,N,O,28/09/2018,,,,
46083,Cressensac-Sarrazac,46083,Cressensac,O,O,02/08/2018,,,,
46083,Cressensac-Sarrazac,46298,Sarrazac,N,O,02/08/2018,,,,
46232,Le Vignon-en-Quercy,46232,Les Quatre-Routes-du-Lot,O,O,14/12/2018,,,,
46232,Le Vignon-en-Quercy,46067,Cazillac ,N,O,14/12/2018,,,,
46263,Barguelonne-en-Quercy,46263,Saint-Daunès,O,O,28/09/2018,,,,
46263,Barguelonne-en-Quercy,46014,Bagat-en-Quercy,N,O,28/09/2018,,,,
46263,Barguelonne-en-Quercy,46285,Saint-Pantaléon,N,O,28/09/2018,,,,
48038,Bel-Air-Val-d’Ance,48038,Chambon-le-Château,O,O,28/09/2018,,,,
48038,Bel-Air-Val-d’Ance,48184,Saint-Symphorien,N,O,28/09/2018,,,,
48126,Lachamp-Ribennes,48126,Ribennes,O,O,28/09/2018,,,,
48126,Lachamp-Ribennes,48078,Lachamp,N,O,28/09/2018,,,,
48127,Monts-de-Randon,48127,Rieutort-de-Randon,O,O,28/11/2018,,,,
48127,Monts-de-Randon,48057,Estables,N,O,28/11/2018,,,,
48127,Monts-de-Randon,48133,Saint-Amans,N,O,28/11/2018,,,,
48127,Monts-de-Randon,48189,Servières,N,O,28/11/2018,,,,
48127,Monts-de-Randon,48197,La Villedieu,N,O,28/11/2018,,,,
49060,Bellevigne-les-Châteaux,49060,Chacé,O,O,20/09/2018,,,20/11/2018,
49060,Bellevigne-les-Châteaux,49046,Brézé,N,O,20/09/2018,,,20/11/2018,
49060,Bellevigne-les-Châteaux,49274,Saint-Cyr-en-Bourg,N,O,20/09/2018,,,20/11/2018,
49080,Les Hauts-d'Anjou,49080,Châteauneuf-sur-Sarthe,O,O,23/11/2018,,,19/12/2018,
49080,Les Hauts-d'Anjou,49065,Les Hauts d'Anjou,N,O,23/11/2018,,,19/12/2018,maintien des communes déléguées existantes
49174,Huillé-Lézigné,49174,Lézigné,O,O,05/12/2018,,,22/12/2018,
49174,Huillé-Lézigné,49159,Huillé,N,O,05/12/2018,,,22/12/2018,
49298,Saint-Léger-de-Linières,49298,Saint-Léger-des-Bois,O,O,20/09/2018,,,20/11/2018,
49298,Saint-Léger-de-Linières,49289,Saint-Jean-de-Linières,N,O,20/09/2018,,,20/11/2018,
49377,Rives-du-Loir-en-Anjou,49377,Villevêque,O,O,08/11/2018,,,22/12/2018,
49377,Rives-du-Loir-en-Anjou,49337,Soucelles,N,O,09/11/2018,,,22/12/2018,
50025,Avranches,50025,Avranches,O,N,19/10/2018,,,19/12/2018,
50025,Avranches,50516,Saint-Martin-des-Champs,N,O,19/10/2018,,,19/12/2018,
50099,Carentan-les-Marais,50099,Carentan les Marais,O,O,06/12/2018,,,12/01/2019,maintien des communes déléguées existantes
50099,Carentan-les-Marais,50089,Brucheville,N,O,06/12/2018,,,12/01/2019,
50099,Carentan-les-Marais,50107,Catz,N,O,06/12/2018,,,12/01/2019,
50099,Carentan-les-Marais,50348,Montmartin-en-Graignes,N,O,06/12/2018,,,12/01/2019,
50099,Carentan-les-Marais,50485,Saint-Hilaire-Petitville,N,O,06/12/2018,,,12/01/2019,
50099,Carentan-les-Marais,50636,Vierville,N,O,06/12/2018,,,12/01/2019,
50197,Gavray-sur-Sienne,50197,Gavray ,O,O,12/12/2018,,,,
50197,Gavray-sur-Sienne,50301,Le Mesnil-Amand,N,O,12/12/2018,,,,
50197,Gavray-sur-Sienne,50320,Le Mesnil-Rogues ,N,O,12/12/2018,,,,
50197,Gavray-sur-Sienne,50583,Sourdeval-les-Bois ,N,O,12/12/2018,,,,
50215,Gouville-sur-Mer,50215,Gouville sur Mer,O,O,03/12/2018,,,19/12/2018,maintien des communes déléguées existantes
50215,Gouville-sur-Mer,50014,Anneville-sur-Mer ,N,O,03/12/2018,,,19/12/2018,
50215,Gouville-sur-Mer,50354,Montsurvent,N,O,03/12/2018,,,19/12/2018,
50215,Gouville-sur-Mer,50573,Servigny ,N,O,03/12/2018,,,19/12/2018,
50412,Port-Bail-sur-Mer,50412,Portbail ,O,O,20/12/2018,02/01/2019,,,
50412,Port-Bail-sur-Mer,50160,Denneville ,N,O,20/12/2018,02/01/2019,,,
50412,Port-Bail-sur-Mer,50503,Saint-Lô-d'Ourville,N,O,20/12/2018,02/01/2019,,,
50417,Quettehou ,50417,Quettehou ,O,O,20/12/2018,,,,
50417,Quettehou ,50358,Morsalines ,N,O,20/12/2018,,,,
50419,Quettreville-sur-Sienne,50419,Quettreville-sur-Sienne,O,O,11/09/2018,,,,maintien des communes déléguées existantes
50419,Quettreville-sur-Sienne,50140,Contrières,N,O,11/09/2018,,,,
50419,Quettreville-sur-Sienne,50223,Guéhébert,N,O,11/09/2018,,,,
50419,Quettreville-sur-Sienne,50244,Hérenguerville,N,O,11/09/2018,,,,
50419,Quettreville-sur-Sienne,50605,Trelly,N,O,11/09/2018,,,,
50523,Sainte-Mère-Église,50523,Sainte-Mère-Église,O,O,27/12/2018,02/01/2019,,,maintien des communes déléguées existantes
50523,Sainte-Mère-Église,50103,Carquebut ,N,O,27/12/2018,02/01/2019,,,
50523,Sainte-Mère-Église,50427,Ravenoville ,N,O,27/12/2018,02/01/2019,,,
50546,Bourgvallées,50546,Bourgvallées,O,O,14/12/2018,,,,maintien des communes déléguées existantes
50546,Bourgvallées,50313,Le Mesnil-Herman,N,O,14/12/2018,,,,
50546,Bourgvallées,50581,Soulles,N,O,14/12/2018,,,,
50550,Saint-Sauveur-Villages,50550,Saint-Sauveur-Lendelin,O,O,26/12/2018,03/01/2019,,,
50550,Saint-Sauveur-Villages,50449,Saint-Aubin-du-Perron,N,O,26/12/2018,03/01/2019,,,
50550,Saint-Sauveur-Villages,50007,Ancteville,N,O,26/12/2018,03/01/2019,,,
50550,Saint-Sauveur-Villages,50308,Le Mesnilbus,N,O,26/12/2018,03/01/2019,,,
50550,Saint-Sauveur-Villages,50438,La Ronde-Haye,N,O,26/12/2018,03/01/2019,,,
50550,Saint-Sauveur-Villages,50524,Saint-Michel-de-la-Pierre,N,O,26/12/2018,03/01/2019,,,
50550,Saint-Sauveur-Villages,50622,Vaudrimesnil ,N,O,26/12/2018,03/01/2019,,,
50597,Tirepied-sur-Sée,50597,Tirepied,O,N,27/09/2018,,,,
50597,Tirepied-sur-Sée,50206,La Gohannière,N,N,27/09/2018,,,,
52064,Bourmont-entre-Meuse-et-Mouzon,52064,Bourmont-entre-Meuse-et-Mouzon,O,O,18/09/2018,,,20/11/2018,maintien des communes déléguées existantes
52064,Bourmont-entre-Meuse-et-Mouzon,52225,Goncourt,N,O,18/09/2018,,,20/11/2018,
53029,Bierné-les-Villages,53029,Bierné ,O,O,14/11/2018,,,21/12/2018,
53029,Bierné-les-Villages,53006,Argenton-Notre-Dame ,N,O,14/11/2018,,,21/12/2018,
53029,Bierné-les-Villages,53231,Saint-Laurent-des-Mortiers,N,O,14/11/2018,,,21/12/2018,
53029,Bierné-les-Villages,53241,Saint-Michel-de-Feins,N,O,14/11/2018,,,21/12/2018,
53062,Château-Gontier-sur-Mayenne,53062,Château-Gontier,O,O,14/11/2018,,,21/12/2018,
53062,Château-Gontier-sur-Mayenne,53014,Azé,N,O,14/11/2018,,,21/12/2018,
53062,Château-Gontier-sur-Mayenne,53215,Saint-Fort,N,O,14/11/2018,,,21/12/2018,
53097,Évron,53097,Évron,O,O,14/11/2018,,,21/12/2018,
53097,Évron,53065,Châtres-la-Forêt ,N,O,14/11/2018,,,21/12/2018,
53097,Évron,53207,Saint-Christophe-du-Luat ,N,O,14/11/2018,,,21/12/2018,
53104,Gennes-Longuefuye ,53104,Gennes-sur-Glaize,O,O,14/11/2018,,,21/12/2018,
53104,Gennes-Longuefuye ,53138,Longuefuye ,N,O,14/11/2018,,,21/12/2018,
53136,La Roche-Neuville,53136,Loigné-sur-Mayenne,O,O,14/11/2018,,,21/12/2018,
53136,La Roche-Neuville,53254,Saint-Sulpice,N,O,14/11/2018,,,21/12/2018,
53161,Montsûrs,53161,Montsûrs-Saint-Céneré,O,O,12/12/2018,,,,maintien des communes déléguées existantes
53161,Montsûrs,53092,Deux-Évailles ,N,O,12/12/2018,,,,
53161,Montsûrs,53159,Montourtier ,N,O,12/12/2018,,,,
53161,Montsûrs,53244,Saint-Ouën-des-Vallons,N,O,12/12/2018,,,,
54557,Bois-de-Haye,54557,Velaine-en-Haye,O,O,02/11/2018,,,19/12/2018,
54557,Bois-de-Haye,54506,Sexey-les-Bois,N,O,02/11/2018,,,19/12/2018,
55150,Demange-Baudignécourt,55150,Demange-aux-Eaux ,O,N,19/12/2018,,,,
55150,Demange-Baudignécourt,55030,Baudignécourt ,N,O,19/12/2018,,,,
55537,Douaumont-Vaux,55537,Vaux-devant-Damloup,O,O,19/12/2018,,,,
55537,Douaumont-Vaux,55164,Douaumont ,N,O,19/12/2018,,,,
56102,Forges de Lanouée,56102,Lanouée,O,O,27/12/2018,,,,
56102,Forges de Lanouée,56059,Les Forges,N,O,27/12/2018,,,,
56165,Ploërmel ,56165,Ploërmel ,O,N,21/12/2018,,,,
56165,Ploërmel ,56138,Monterrein,N,O,21/12/2018,,,,
56173,Pluméliau-Bieuzy ,56173,Pluméliau ,O,O,28/11/2018,,,,
56173,Pluméliau-Bieuzy ,56016,Bieuzy ,N,O,28/11/2018,,,,
57439,Manderen-Ritzing  ,57439,Manderen ,O,O,20/11/2018,,,21/12/2018,
57439,Manderen-Ritzing  ,57585,Ritzing ,N,O,20/11/2018,,,21/12/2018,
57578,Rezonville-Vionville,57578,Rezonville,O,O,30/11/2018,,,21/12/2018,
57578,Rezonville-Vionville,57722,Vionville,N,O,30/11/2018,,,21/12/2018,
60054,Les Hauts Talican,60054,Beaumont-les-Nonains,O,O,28/09/2018,,,,
60054,Les Hauts Talican,60455,La Neuville-Garnier,N,O,28/09/2018,,,,
60054,Les Hauts Talican,60694,Villotran,N,O,28/09/2018,,,,
60209,La Corne en Vexin,60209,Énencourt-le-Sec,O,O,28/09/2018,,,,
60209,La Corne en Vexin,60080,Boissy-le-Bois,N,O,28/09/2018,,,,
60209,La Corne en Vexin,60300,Hardivillers-en-Vexin,N,O,28/09/2018,,,,
60245,Formerie,60245,Formerie,O,O,28/09/2018,,,,
60245,Formerie,60096,Boutavent,N,O,28/09/2018,,,,
60256,Montchevreuil,60256,Fresneaux-Montchevreuil,O,O,26/12/2018,,,,
60256,Montchevreuil,60038,Bachivillers ,N,O,26/12/2018,,,,
60682,Villers Saint Frambourg-Ognon,60682,Villers-Saint-Frambourg,O,O,28/09/2018,,,,
60682,Villers Saint Frambourg-Ognon,60475,Ognon,N,O,28/09/2018,,,,
61228,L’Orée-d’Écouves,61228,Livaie,O,O,10/07/2018,08/10/2018,,,
61228,L’Orée-d’Écouves,61172,Fontenai-les-Louvets,N,O,10/07/2018,08/10/2018,,,
61228,L’Orée-d’Écouves,61231,Longuenoë,N,O,10/07/2018,08/10/2018,,,
61228,L’Orée-d’Écouves,61383,Saint-Didier-sous-Écouves,N,O,10/07/2018,08/10/2018,,,
61294,Mortrée,61294,Mortrée,O,O,28/09/2018,,,,
61294,Mortrée,61403,Saint-Hilaire-la-Gérard,N,O,28/09/2018,,,,
62154,Bonnières,62154,Bonnières,O,N,25/09/2018,26/10/2018,,,
62154,Bonnières,62210,Canteleux,N,N,25/09/2018,26/10/2018,,,
63226,Mur-sur-Allier,63226,Mezel,O,O,26/10/2018,,,19/12/2018,
63226,Mur-sur-Allier,63133,Dallet,N,O,26/10/2018,,,19/12/2018,
63335,Saint-Diéry,63335,Saint-Diéry,O,N,07/12/2018,,,,
63335,Saint-Diéry,63127,Creste,N,N,07/12/2018,,,,
63448,Le Vernet-Chaméane,63448,Vernet-la-Varenne,O,O,23/11/2018,,,12/01/2019,
63448,Le Vernet-Chaméane,63078,Chaméane,N,O,23/11/2018,,,12/01/2019,
65092,Beyrède-Jumet-Camous,65092,Beyrède-Jumet,O,O,28/12/2018,,,,
65092,Beyrède-Jumet-Camous,65122,Camous,N,O,28/12/2018,,,,
67372,Val-de-Moder,67372,Val de Moder,O,O,19/12/2018,,,,maintien des communes déléguées existantes
67372,Val-de-Moder,67402,Ringeldorf,N,O,19/12/2018,,,,
67418,Rountzenheim-Auenheim,67418,Rountzenheim,O,O,04/09/2018,,,20/11/2018,
67418,Rountzenheim-Auenheim,67014,Auenheim,N,O,04/09/2018,,,20/11/2018,
69019,Belleville-en-Beaujolais,69019,Belleville,O,O,02/11/2018,,,21/12/2018,
69019,Belleville-en-Beaujolais,69211,Saint-Jean-d'Ardières,N,O,02/11/2018,,,21/12/2018,
69135,Deux-Grosnes,69135,Monsols,O,O,20/12/2018,,,,
69135,Deux-Grosnes,69015,Avenas,N,O,20/12/2018,,,,
69135,Deux-Grosnes,69150,Ouroux,N,O,20/12/2018,,,,
69135,Deux-Grosnes,69185,Saint-Christophe,N,O,20/12/2018,,,,
69135,Deux-Grosnes,69210,Saint-Jacques-des-Arrêts,N,O,20/12/2018,,,,
69135,Deux-Grosnes,69224,Saint-Mamert,N,O,20/12/2018,,,,
69135,Deux-Grosnes,69251,Trades,N,O,20/12/2018,,,,
69157,Vindry-sur-Turdine,69157,Pontcharra-sur-Turdine,O,O,19/12/2018,,,,
69157,Vindry-sur-Turdine,69073,Dareizé ,N,O,19/12/2018,,,,
69157,Vindry-sur-Turdine,69147,Les Olmes ,N,O,19/12/2018,,,,
69157,Vindry-sur-Turdine,69223,Saint-Loup,N,O,19/12/2018,,,,
69159,Porte des Pierres Dorées,69159,Porte des Pierres Dorées,O,O,28/09/2018,,,,maintien des communes déléguées existantes
69159,Porte des Pierres Dorées,69101,Jarnioux,N,O,28/09/2018,,,,
70245,Fougerolles-Saint-Valbert,70245,Fougerolles,O,O,25/09/2018,,,20/11/2018,
70245,Fougerolles-Saint-Valbert,70475,Saint-Valbert,N,O,25/09/2018,,,20/11/2018,
70285,Héricourt,70285,Héricourt,O,O,19/10/2018,,,,les anciennes communes associées deviennent déléguées
70285,Héricourt,70497,Tavey,N,O,19/10/2018,,,,
70491,Seveux-Motey,70491,Seveux,O,N,19/12/2018,,,,
70491,Seveux-Motey,70375,Motey-sur-Saône,N,N,19/12/2018,,,,
71134,Navour-sur-Grosne,71134,Clermain ,O,O,13/11/2018,,,19/12/2018,
71134,Navour-sur-Grosne,71055,Brandon ,N,O,13/11/2018,,,19/12/2018,
71134,Navour-sur-Grosne,71304,Montagny-sur-Grosne,N,O,13/11/2018,,,19/12/2018,
72080,Cherré-Au,72080,Cherré,O,O,13/09/2018,,,20/11/2018,
72080,Cherré-Au,72081,Cherreau,N,O,13/09/2018,,,20/11/2018,
72128,Val d’Étangson,72128,Évaillé,O,O,13/09/2018,,,,
72128,Val d’Étangson,72304,Sainte-Osmane,N,O,13/09/2018,,,,
72138,Fresnay-sur-Sarthe,72138,Fresnay-sur-Sarthe,O,O,30/11/2018,,,12/01/2019,
72138,Fresnay-sur-Sarthe,72097,Coulombiers,N,O,30/11/2018,,,12/01/2019,
72138,Fresnay-sur-Sarthe,72284,Saint-Germain-sur-Sarthe,N,O,30/11/2018,,,12/01/2019,
72189,Marolles-les-Braults,72189,Marolles-les-Braults,O,O,18/09/2018,,,20/11/2018,
72189,Marolles-les-Braults,72116,Dissé-sous-Ballon,N,O,18/09/2018,,,20/11/2018,
72219,Bernay-Neuvy-en-Champagne,72219,Neuvy-en-Champagne,O,N,26/09/2018,,,,
72219,Bernay-Neuvy-en-Champagne,72033,Bernay-en-Champagne,N,N,26/09/2018,,,,
73003,Grand-Aigueblanche,73003,Aigueblanche,O,O,07/11/2018,,,21/12/2018,
73003,Grand-Aigueblanche,73045,Le Bois,N,O,07/11/2018,,,21/12/2018,
73003,Grand-Aigueblanche,73266,Saint-Oyen,N,O,07/11/2018,,,21/12/2018,
73135,La Tour-en-Maurienne,73135,Hermillon,O,O,31/10/2018,,,21/12/2018,
73135,La Tour-en-Maurienne,73080,Le Châtel,N,O,31/10/2018,,,21/12/2018,
73135,La Tour-en-Maurienne,73203,Pontamafrey-Montpascal ,N,O,31/10/2018,,,21/12/2018,
73151,Porte-de-Savoie,73151,Les Marches,O,O,26/09/2018,,,,
73151,Porte-de-Savoie,73118,Francin,N,O,26/09/2018,,,,
73187,La Léchère ,73187,La Léchère ,O,O,15/11/2018,,,21/12/2018,maintien des communes déléguées existantes
73187,La Léchère ,73046,Bonneval,N,O,15/11/2018,,,21/12/2018,
73187,La Léchère ,73112,Feissons-sur-Isère ,N,O,15/11/2018,,,21/12/2018,
73212,Val-d’Arc,73212,Randens ,O,O,17/12/2018,,,,
73212,Val-d’Arc,73002,Aiguebelle,N,O,17/12/2018,,,,
73215,Valgelon-La Rochette,73215,La Rochette,O,O,20/12/2018,,,,
73215,Valgelon-La Rochette,73111,Étable,N,O,20/12/2018,,,,
73236,Saint-Genix-les-Villages,73236,Saint-Genix-sur-Guiers,O,O,23/10/2018,,,22/12/2018,
73236,Saint-Genix-les-Villages,73127,Gresin,N,O,23/10/2018,,,22/12/2018,
73236,Saint-Genix-les-Villages,73260,Saint-Maurice-de-Rotherens,N,O,23/10/2018,,,22/12/2018,
73257,Les Belleville,73257,Les Belleville,O,O,28/09/2018,,,,maintien des communes déléguées existantes
73257,Les Belleville,73244,Saint-Jean-de-Belleville,N,O,28/09/2018,,,,
74212,Glières-Val-de-Borne,74212,Le Petit-Bornand-les-Glières,O,N,27/06/2018,,,09/10/2018,
74212,Glières-Val-de-Borne,74110,Entremont,N,N,27/06/2018,,,09/10/2018,
74289,Vallières-sur-Fier,74289,Vallières,O,N,07/05/2018,,,03/07/2018,
74289,Vallières-sur-Fier,74274,Val-de-Fier,N,N,07/05/2018,,,03/07/2018,
76034,Val-de-Scie,76034,Auffay,O,O,28/09/2018,,,,
76034,Val-de-Scie,76191,Cressy,N,O,28/09/2018,,,,
76034,Val-de-Scie,76674,Sévis,N,O,28/09/2018,,,,
76041,Les Hauts-de-Caux,76041,Autretot,O,O,19/12/2018,,,,
76041,Les Hauts-de-Caux,76729,Veauville-lès-Baons,N,O,19/12/2018,,,,
77109,Chenoise-Cucharmoy,77109,Chenoise,O,N,29/10/2018,,,19/12/2018,
77109,Chenoise-Cucharmoy,77149,Cucharmoy,N,N,29/10/2018,,,19/12/2018,
77433,Beautheil-Saints,77433,Saints,O,O,03/07/2018,,,09/10/2018,
77433,Beautheil-Saints,77028,Beautheil,N,O,03/07/2018,,,09/10/2018,
77504,Villemaréchal,77504,Villemaréchal,O,O,19/12/2018,,,,
77504,Villemaréchal,77399,Saint-Ange-le-Viel,N,O,19/12/2018,,,,
78158,Le Chesnay-Rocquencourt ,78158,Le Chesnay ,O,O,29/11/2018,,,21/12/2018,
78158,Le Chesnay-Rocquencourt ,78524,Rocquencourt,N,O,29/11/2018,,,21/12/2018,
78320,Notre-Dame-de-la-Mer,78320,Jeufosse,O,O,27/09/2018,24/10/2018,,,
78320,Notre-Dame-de-la-Mer,78503,Port-Villez,N,O,27/09/2018,24/10/2018,,,
78551,Saint-Germain-en-Laye,78551,Saint-Germain-en-Laye,O,O,19/12/2018,,,,
78551,Saint-Germain-en-Laye,78251,Fourqueux ,N,O,19/12/2018,,,,
79005,Airvault,79005,Airvault,O,O,06/12/2018,,,13/01/2019,les anciennes communes associées deviennent déléguées
79005,Airvault,79325,Tessonnière,N,O,06/12/2018,,,13/01/2019,
79014,Loretz-d’Argenton,79014,Argenton-l’Église,O,O,11/06/2018,,,09/10/2018,les anciennes communes associées deviennent déléguées
79014,Loretz-d’Argenton,79043,Bouillé-Loretz,N,O,11/06/2018,,,09/10/2018,
79061,Celles-sur-Belle,79061,Celles-sur-Belle,O,O,25/10/2018,,,19/12/2018,les anciennes communes associées deviennent déléguées
79061,Celles-sur-Belle,79282,Saint-Médard,N,O,25/10/2018,,,19/12/2018,
79064,Fontivillié,79064,Chail,O,O,21/08/2018,,,09/10/2018,
79064,Fontivillié,79314,Sompt,N,O,21/08/2018,,,09/10/2018,
79077,Beugnon-Thireuil,79077,La Chapelle-Thireuil,O,O,07/12/2018,,,13/01/2019,
79077,Beugnon-Thireuil,79035,Le Beugnon,N,O,07/12/2018,,,13/01/2019,
79083,Chef-Boutonne,79083,Chef-Boutonne,O,O,09/09/2018,,,20/11/2018,
79083,Chef-Boutonne,79027,La Bataille,N,O,09/09/2018,,,20/11/2018,
79083,Chef-Boutonne,79107,Crézières,N,O,09/09/2018,,,20/11/2018,
79083,Chef-Boutonne,79330,Tillou,N,O,09/09/2018,,,20/11/2018,
79105,Les Châteliers,79105,Coutières ,O,O,09/11/2018,,,19/12/2018,
79105,Les Châteliers,79068,Chantecorps ,N,O,09/11/2018,,,19/12/2018,
79140,Valdelaume,79140,Hanc,O,N,26/06/2018,,,09/10/2018,
79140,Valdelaume,79011,Ardilleux,N,N,26/06/2018,,,09/10/2018,
79140,Valdelaume,79045,Bouin,N,N,26/06/2018,,,09/10/2018,
79140,Valdelaume,79211,Pioussay,N,N,26/06/2018,,,09/10/2018,
79174,Melle,79174,Melle,O,O,27/06/2018,,,09/10/2018,
79174,Melle,79173,Mazières-sur-Béronne,N,O,27/06/2018,,,09/10/2018,
79174,Melle,79199,Paizay-le-Tort,N,O,27/06/2018,,,09/10/2018,
79174,Melle,79264,Saint-Léger-de-la-Martinière,N,O,27/06/2018,,,09/10/2018,
79174,Melle,79279,Saint-Martin-lès-Melle,N,O,27/06/2018,,,09/10/2018,
79179,Moncoutant-sur-Sèvre,79179,Moncoutant,O,O,23/11/2018,,,22/12/2018,
79179,Moncoutant-sur-Sèvre,79051,Le Breuil-Bernard,N,O,23/11/2018,,,22/12/2018,
79179,Moncoutant-sur-Sèvre,79075,La Chapelle-Saint-Étienne,N,O,23/11/2018,,,22/12/2018,
79179,Moncoutant-sur-Sèvre,79188,Moutiers-sous-Chantemerle,N,O,23/11/2018,,,22/12/2018,
79179,Moncoutant-sur-Sèvre,79222,Pugny,N,O,23/11/2018,,,22/12/2018,
79179,Moncoutant-sur-Sèvre,79261,Saint-Jouin-de-Milly,N,O,23/11/2018,,,22/12/2018,
79185,Aigondigné,79185,Mougon-Thorigné,O,O,13/11/2018,,,19/12/2018,maintien des communes déléguées existantes
79185,Aigondigné,79004,Aigonnay ,N,O,13/11/2018,,,19/12/2018,
79185,Aigondigné,79240,Sainte-Blandine,N,O,13/11/2018,,,19/12/2018,
79196,Plaine-et-Vallées,79196,Oiron,O,O,07/11/2018,,,19/12/2018,
79196,Plaine-et-Vallées,79054,Brie,N,O,07/11/2018,,,19/12/2018,
79196,Plaine-et-Vallées,79260,Saint-Jouin-de-Marnes,N,O,07/11/2018,,,19/12/2018,
79196,Plaine-et-Vallées,79321,Taizé-Maulais,N,O,07/11/2018,,,19/12/2018,
79217,Prailles-La Couarde,79217,Prailles,O,O,18/09/2018,,,,
79217,Prailles-La Couarde,79098,La Couarde,N,O,18/09/2018,,,,
79251,Marcillé,79251,Saint-Génard,O,O,06/07/2018,,,09/10/2018,
79251,Marcillé,79214,Pouffonds,N,O,06/07/2018,,,09/10/2018,
79285,Saint-Pardoux-Soutiers,79285,Saint-Pardoux,O,O,21/09/2018,,,,
79285,Saint-Pardoux-Soutiers,79318,Soutiers,N,O,21/09/2018,,,,
79329,Thouars,79329,Thouars,O,N,30/10/2018,,,19/12/2018,
79329,Thouars,79171,Mauzé-Thouarsais,N,O,30/10/2018,,,19/12/2018,
79329,Thouars,79178,Missé,N,O,30/10/2018,,,19/12/2018,
79329,Thouars,79292,Sainte-Radegonde,N,O,30/10/2018,,,19/12/2018,
79334,Val-du-Mignon,79334,Usseau,O,O,19/09/2018,,,20/11/2018,
79334,Val-du-Mignon,79219,Priaires,N,O,19/09/2018,,,20/11/2018,
79334,Val-du-Mignon,79328,Thorigny-sur-le-Mignon,N,O,19/09/2018,,,20/11/2018,
80442,Hombleux,80442,Hombleux,O,N,07/12/2018,,,,
80442,Hombleux,80389,Grécourt,N,N,07/12/2018,,,,
80485,Ô-de-Selle,80485,Lœuilly,O,O,07/12/2018,,,,
80485,Ô-de-Selle,80594,Neuville-lès-Lœuilly,N,O,07/12/2018,,,,
80485,Ô-de-Selle,80761,Tilloy-lès-Conty,N,O,07/12/2018,,,,
80505,Carnoy-Mametz,80505,Mametz ,O,O,26/10/2018,,,19/12/2018,
80505,Carnoy-Mametz,80175,Carnoy,N,O,26/10/2018,,,19/12/2018,
80509,Marchélepot-Misery,80509,Marchélepot,O,O,28/09/2018,,,,
80509,Marchélepot-Misery,80551,Misery,N,O,28/09/2018,,,,
80625,Trois-Rivières,80625,Pierrepont-sur-Avre ,O,O,12/11/2018,,,19/12/2018,
80625,Trois-Rivières,80209,Contoire,N,O,12/11/2018,,,19/12/2018,
80625,Trois-Rivières,80419,Hargicourt ,N,O,12/11/2018,,,19/12/2018,
81233,Terre-de-Bancalié,81233,Roumégoux,O,O,29/11/2018,,,21/12/2018,
81233,Terre-de-Bancalié,81226,Ronel,N,O,29/11/2018,,,21/12/2018,
81233,Terre-de-Bancalié,81241,Saint-Antonin-de-Lacalm,N,O,29/11/2018,,,21/12/2018,
81233,Terre-de-Bancalié,81260,Saint-Lieux-Lafenasse,N,O,29/11/2018,,,21/12/2018,
81233,Terre-de-Bancalié,81296,Terre-Clapier,N,O,29/11/2018,,,21/12/2018,
81233,Terre-de-Bancalié,81301,Le Travet,N,O,29/11/2018,,,21/12/2018,
85146,Montaigu-Vendée,85146,Montaigu,O,O,20/04/2017,,,,
85146,Montaigu-Vendée,85027,Boufféré,N,O,20/04/2017,,,,
85146,Montaigu-Vendée,85107,La Guyonnière,N,O,20/04/2017,,,,
85146,Montaigu-Vendée,85217,Saint-Georges-de-Montaigu,N,O,20/04/2017,,,,
85146,Montaigu-Vendée,85224,Saint-Hilaire-de-Loulay,N,O,20/04/2017,,,,
85162,Rives-d’Autise,85162,Nieul-sur-l'Autise,O,O,04/12/2018,,,,
85162,Rives-d’Autise,85168,Oulmes,N,O,04/12/2018,,,,
85177,Les Velluire-sur-Vendée,85177,Le Poiré-sur-Velluire,O,O,17/08/2018,,,09/10/2018,
85177,Les Velluire-sur-Vendée,85299,Velluire,N,O,17/08/2018,,,09/10/2018,
85194,Les Sables-d'Olonne,85194,Les Sables-d'Olonne,O,O,17/08/2018,,,09/10/2018,
85194,Les Sables-d'Olonne,85060,Château-d'Olonne,N,O,17/08/2018,,,09/10/2018,
85194,Les Sables-d'Olonne,85166,Olonne-sur-Mer,N,O,17/08/2018,,,09/10/2018,
85302,Chanverrie,85302,La Verrie,O,O,21/11/2018,,,21/12/2018,
85302,Chanverrie,85048,Chambretaud ,N,O,21/11/2018,,,21/12/2018,
